recordID,acceptedNameUsage,verbatimIdentification,species,kingdom,phylum,class,order,family,taxonRank,locationID,higherGeographyID,locality,locationRemarks,lat,long,countryCode_alpha3,occurrenceStatus,occurrenceRemarks,establishmentMeans,occurrenceReference,eradicationStatus,eradicationYear,eradicationReference,estimatedIntroductionDate,firstObservationRecord,firstPublishedRecord,firstRecordReference,habitat,isInvasive,invasiveReference
2158,"Prunella modularis (Linnaeus, 1758)",Prunella modularis,Prunella modularis,Animalia,Chordata,Aves,Passeriformes,Prunellidae,species,AUCKLA,sub-Antarctic,Auckland,Frenchs Island,-50.69186457,166.1163441,NZL,present,"secondary introduction, scarce",introduced,[72],,,,,1972,,[72],terrestrial,Non-invasive,[72]
2159,"Prunella modularis (Linnaeus, 1758)",Prunella modularis,Prunella modularis,Animalia,Chordata,Aves,Passeriformes,Prunellidae,species,AUCKLA,sub-Antarctic,Auckland,Friday Island,-50.69186457,166.1163441,NZL,present,"secondary introduction, scarce",introduced,[72],,,,,1973,,[72],terrestrial,Non-invasive,[72]
2160,"Prunella modularis (Linnaeus, 1758)",Prunella modularis,Prunella modularis,Animalia,Chordata,Aves,Passeriformes,Prunellidae,species,AUCKLA,sub-Antarctic,Auckland,Monumental Island,-50.69186457,166.1163441,NZL,present,"secondary introduction, scarce",introduced,[72],,,,,1989,,[72],terrestrial,Non-invasive,[72]
2161,"Prunella modularis (Linnaeus, 1758)",Prunella modularis,Prunella modularis,Animalia,Chordata,Aves,Passeriformes,Prunellidae,species,AUCKLA,sub-Antarctic,Auckland,Ocean Island,-50.69186457,166.1163441,NZL,present,"secondary introduction, scarce",introduced,[72],,,,,1972,,[72],terrestrial,Non-invasive,[72]
2162,"Prunella modularis (Linnaeus, 1758)",Prunella modularis,Prunella modularis,Animalia,Chordata,Aves,Passeriformes,Prunellidae,species,AUCKLA,sub-Antarctic,Auckland,Rose Island,-50.69186457,166.1163441,NZL,present,"secondary introduction, scarce",introduced,[72],,,,,1966,,[72],terrestrial,Non-invasive,[72]
2163,"Prunella modularis (Linnaeus, 1758)",Prunella modularis,Prunella modularis,Animalia,Chordata,Aves,Passeriformes,Prunellidae,species,SNARES,sub-Antarctic,Snares,The Snares/Tini Heke,-48.03671683,166.5629409,NZL,present,,introduced,[53],,,,,,1948,[53],terrestrial,Inconclusive,
2164,"Prunella modularis occidentalis (Hartert, 1910)",Prunella modularis occidentalis,Prunella modularis,Animalia,Chordata,Aves,Passeriformes,Prunellidae,subspecies,CAMPBE,sub-Antarctic,Campbell,Campbell Island/Motu Ihupuku,-52.53763652,169.1425801,NZL,present,,introduced,[111][116][117][259],,,,,,,,terrestrial,Inconclusive,
2165,Prunella vulgaris L.,Prunella vulgaris,Prunella vulgaris,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,species,CAMPBE,sub-Antarctic,Campbell,Campbell Island/Motu Ihupuku,-52.53763652,169.1425801,NZL,present,persistent alien,introduced,[65][134][191],,,,,1945,,[191],terrestrial,Inconclusive,
2166,Prunella vulgaris L.,Prunella vulgaris,Prunella vulgaris,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,species,FALKLA,sub-Antarctic,Falklands/Malvinas,"Dunnose Head, West Falkland",-51.78640574,-59.10198666,FLK,absent,possibly locally extirpated,introduced,[275],,,,,,,,terrestrial,Non-invasive,[275]
2167,Prunella vulgaris L.,Prunella vulgaris,Prunella vulgaris,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,species,FALKLA,sub-Antarctic,Falklands/Malvinas,"Goose Green, East Falkland",-51.78640574,-59.10198666,FLK,present,very local and very rare,introduced,[81][275][333],,,,,,,,terrestrial,Non-invasive,[81][275]
2168,Prunella vulgaris L.,Prunella vulgaris,Prunella vulgaris,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,species,NAMSTP,sub-Antarctic,New Amsterdam and St. Paul,ële Amsterdam,-38.26674246,77.54711913,ATF,present,,introduced,[340],,,,,1985,,[75],terrestrial,Inconclusive,
2169,Prunella vulgaris L.,Prunella vulgaris,Prunella vulgaris,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,species,TRISTI,sub-Antarctic,Tristan group,Tristan da Cunha Island,-37.28580305,-12.47670702,SHN,present,widely spread in all lowland areas around the island,introduced,[65][97][212][217][344],,,,,1938,1951,[97][184][217],terrestrial,Non-invasive,[217]
2170,Prunus domestica L.,Prunus domestica,Prunus domestica,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,species,FALKLA,sub-Antarctic,Falklands/Malvinas,Keppel Island,-51.78640574,-59.10198666,FLK,present,very rare,introduced,[211][275],,,,,,,,terrestrial,Non-invasive,[275]
2171,Prunus domestica L.,Prunus domestica,Prunus domestica,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,species,FALKLA,sub-Antarctic,Falklands/Malvinas,"Port Howard, West Falkland",-51.78640574,-59.10198666,FLK,present,very rare,introduced,[211][275],,,,,,,,terrestrial,Non-invasive,[275]
2172,Prunus domestica L.,Prunus domestica,Prunus domestica,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,species,NAMSTP,sub-Antarctic,New Amsterdam and St. Paul,ële Amsterdam,-38.26674246,77.54711913,ATF,present,,introduced,[340],,,,,,,,terrestrial,Inconclusive,
2173,Prunus domestica L.,Prunus domestica,Prunus domestica,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,species,TRISTI,sub-Antarctic,Tristan group,Tristan da Cunha Island,-37.28580305,-12.47670702,SHN,present,,introduced,[212][217],,,,,1937,,[217],terrestrial,Non-invasive,[217]
2174,Prunus persica (L.) Stokes,Prunus persica,Prunus persica,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,species,NAMSTP,sub-Antarctic,New Amsterdam and St. Paul,ële Amsterdam,-38.26674246,77.54711913,ATF,present,,introduced,[340],,,,,,,,terrestrial,Inconclusive,
2175,Prunus persica (L.) Stokes,Prunus persica,Prunus persica,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,species,TRISTI,sub-Antarctic,Tristan group,Tristan da Cunha Island,-37.28580305,-12.47670702,SHN,present,,introduced,[65][97][344],,,,,1937-1938,,[97],terrestrial,Inconclusive,
2176,"Pseudococcus longispinus (Targioni Tozzetti, 1867)",Pseudococcus longispinus,Pseudococcus longispinus,Animalia,Arthropoda,Insecta,Hemiptera,Pseudococcidae,species,TRISTI,sub-Antarctic,Tristan group,Tristan da Cunha Island,-37.28580305,-12.47670702,SHN,present,cosmopolitan,introduced,[55][190],,,,,2009-2011,2014,[190],host,Inconclusive,
2177,"Psychoda albipennis Zetterstedt, 1850",Psychoda albipennis,Psychoda albipennis,Animalia,Arthropoda,Insecta,Diptera,Psychodidae,species,ACBR03,Antarctica,North-west Antarctic Peninsula,"Frei Base, King George Island",-69,-65,ATA,present,synanthropic,introduced,[318],,,,,2019,2022,[318],terrestrial,Non-invasive,[318]
2178,"Psychoda albipennis Zetterstedt, 1850",Psychoda albipennis,Psychoda albipennis,Animalia,Arthropoda,Insecta,Diptera,Psychodidae,species,ACBR03,Antarctica,North-west Antarctic Peninsula,"King Sejong Station, King George Island",-69,-65,ATA,present,synanthropic,introduced,[318],,,,,2021,2022,[318],terrestrial,Non-invasive,[318]
2179,"Psychoda albipennis Zetterstedt, 1850",Psychoda albipennis,Psychoda albipennis,Animalia,Arthropoda,Insecta,Diptera,Psychodidae,species,TRISTI,sub-Antarctic,Tristan group,Gough Island,-37.28580305,-12.47670702,SHN,present,widespread,introduced,[3][55][58][333],,,,,1955,1962,[58],terrestrial,Invasive,[58]
2180,"Psychoda alternata Say, 1824",Psychoda alternata,Psychoda alternata,Animalia,Arthropoda,Insecta,Diptera,Psychodidae,species,MACQUA,sub-Antarctic,Macquarie,Macquarie Island,-54.62342985,158.8592739,AUS,present,1 individual,introduced,[8][18][55][189],,,,,1960,,[18],terrestrial,Non-invasive,[18]
2181,"Psychoda parthenogenetica Tonnoir, 1940",Psychoda parthenogenetica,Psychoda parthenogenetica,Animalia,Arthropoda,Insecta,Diptera,Psychodidae,species,CAMPBE,sub-Antarctic,Campbell,Campbell Island/Motu Ihupuku,-52.53763652,169.1425801,NZL,present,,introduced,[55][147],,,,,,,,terrestrial,Inconclusive,
2182,"Psychoda parthenogenetica Tonnoir, 1940",Psychoda parthenogenetica,Psychoda parthenogenetica,Animalia,Arthropoda,Insecta,Diptera,Psychodidae,species,CROZET,sub-Antarctic,Crozet,"ële aux Cochons, Crozet",-46.21174594,51.24779081,ATF,present,,introduced,[55][224],,,,,,,,terrestrial,Inconclusive,
2183,"Psychoda parthenogenetica Tonnoir, 1940",Psychoda parthenogenetica,Psychoda parthenogenetica,Animalia,Arthropoda,Insecta,Diptera,Psychodidae,species,CROZET,sub-Antarctic,Crozet,ële d l'Est,-46.21174594,51.24779081,ATF,present,,introduced,[55][224],,,,,,,,terrestrial,Inconclusive,
2184,"Psychoda parthenogenetica Tonnoir, 1940",Psychoda parthenogenetica,Psychoda parthenogenetica,Animalia,Arthropoda,Insecta,Diptera,Psychodidae,species,CROZET,sub-Antarctic,Crozet,ële de la Possession,-46.21174594,51.24779081,ATF,present,invasive,introduced,[55][168][224],,,,,1968,1973,[168],terrestrial,Invasive,[224]
2185,"Psychoda parthenogenetica Tonnoir, 1940",Psychoda parthenogenetica,Psychoda parthenogenetica,Animalia,Arthropoda,Insecta,Diptera,Psychodidae,species,FALKLA,sub-Antarctic,Falklands/Malvinas,East Falkland,-51.78640574,-59.10198666,FLK,present,,introduced,[55][165],,,,,,1984,[165],terrestrial,Inconclusive,
2186,"Psychoda parthenogenetica Tonnoir, 1940",Psychoda parthenogenetica,Psychoda parthenogenetica,Animalia,Arthropoda,Insecta,Diptera,Psychodidae,species,KERGUE,sub-Antarctic,Kerguelen,ëles Kerguelen,-49.32249108,69.47727492,ATF,present,invasive,introduced,[1][55][147][148][161][189][224][287],,,,,,1937,[147],terrestrial,Invasive,[224]
2187,"Psychoda parthenogenetica Tonnoir, 1940",Psychoda parthenogenetica,Psychoda parthenogenetica,Animalia,Arthropoda,Insecta,Diptera,Psychodidae,species,MACQUA,sub-Antarctic,Macquarie,Macquarie Island,-54.62342985,158.8592739,AUS,present,,introduced,[1][8][55][147][189],,,,,,,,terrestrial,Inconclusive,
2188,"Psychoda parthenogenetica Tonnoir, 1940",Psychoda parthenogenetica,Psychoda parthenogenetica,Animalia,Arthropoda,Insecta,Diptera,Psychodidae,species,PEDWAR,sub-Antarctic,Prince Edward Islands,Marion Island,-46.79491038,37.79328163,ZAF,present,invasive,introduced,[1][16][55][161][206][209][223],,,,,1965,1971,[331],terrestrial,Invasive,[16]
2189,"Psychoda parthenogenetica Tonnoir, 1940",Psychoda parthenogenetica,Psychoda parthenogenetica,Animalia,Arthropoda,Insecta,Diptera,Psychodidae,species,PEDWAR,sub-Antarctic,Prince Edward Islands,Prince Edward Island,-46.79491038,37.79328163,ZAF,present,invasive,introduced,[16][55][209][223],,,,,1986,1986,[209],terrestrial,Invasive,[16]
2190,"Psychoda parthenogenetica Tonnoir, 1940",Psychoda parthenogenetica,Psychoda parthenogenetica,Animalia,Arthropoda,Insecta,Diptera,Psychodidae,species,SGEORG,sub-Antarctic,South Georgia and the South Sandwich Islands,South Georgia,-54.31514083,-36.70984596,SGS,present,,introduced,[1][55][147][161][189][213],,,,,1963,1970,[147],terrestrial,Inconclusive,
2191,"Psychoda phalaenoides (Linnaeus, 1758)",Psychoda phalaenoides,Psychoda phalaenoides,Animalia,Arthropoda,Insecta,Diptera,Psychodidae,species,NAMSTP,sub-Antarctic,New Amsterdam and St. Paul,ële Amsterdam,-38.26674246,77.54711913,ATF,present,,introduced,[55][153][161],,,,,1956,1959,[153],terrestrial,Inconclusive,
2192,"Psyllipsocus ramburii Selys-Longchamps, 1872",Psyllipsocus ramburii,Psyllipsocus ramburii,Animalia,Arthropoda,Insecta,Psocodea,Psyllipsocidae,species,TRISTI,sub-Antarctic,Tristan group,Gough Island,-37.28580305,-12.47670702,SHN,present,synanthropic,introduced,[119][333],,,,,1999-2000,,[119],host,Non-invasive,[58]
2193,"Ptilonesia auronotata (Macquart, 1855)",Ptilonesia auronotata,Ptilonesia auronotata,Animalia,Arthropoda,Insecta,Diptera,Calliphoridae,species,ANTIPO,sub-Antarctic,Antipodes,Antipodes Islands,-49.67979937,178.7673311,NZL,present,,introduced,[9][55],,,,,,,,terrestrial|brackish|marine,Inconclusive,
2194,"Ptinus fur (Linnaeus, 1758)",Ptinus fur,Ptinus fur,Animalia,Arthropoda,Insecta,Coleoptera,Ptinidae,species,CROZET,sub-Antarctic,Crozet,"Base Alfred Faure, ële de la Possession",-46.21174594,51.24779081,ATF,absent,not established,introduced,[224][227],,,,,2013,2017,[224][227],terrestrial,Non-invasive,[224][227]
2195,"Ptinus fur (Linnaeus, 1758)",Ptinus fur,Ptinus fur,Animalia,Arthropoda,Insecta,Coleoptera,Ptinidae,species,KERGUE,sub-Antarctic,Kerguelen,ëles Kerguelen,-49.32249108,69.47727492,ATF,absent,not established,introduced,[224][122],,,,,1902,1908,[224][122],terrestrial,Non-invasive,[224][122]
2196,"Ptinus tectus Boieldieu, 1856",Ptinus tectus,Ptinus tectus,Animalia,Arthropoda,Insecta,Coleoptera,Ptinidae,species,ANTIPO,sub-Antarctic,Antipodes,Antipodes Islands,-49.67979937,178.7673311,NZL,present,synanthropic,introduced,[9][128][150],,,,,1969,1971,[150],terrestrial,Non-invasive,[9]
2197,"Ptinus tectus Boieldieu, 1856",Ptinus tectus,Ptinus tectus,Animalia,Arthropoda,Insecta,Coleoptera,Ptinidae,species,AUCKLA,sub-Antarctic,Auckland,Auckland Islands,-50.69186457,166.1163441,NZL,present,synanthropic,introduced,[9][150],,,,,,1964,[150],terrestrial,Non-invasive,[9]
2198,"Ptinus tectus Boieldieu, 1856",Ptinus tectus,Ptinus tectus,Animalia,Arthropoda,Insecta,Coleoptera,Ptinidae,species,CAMPBE,sub-Antarctic,Campbell,Campbell Island/Motu Ihupuku,-52.53763652,169.1425801,NZL,present,synanthropic,introduced,[9][136][150],,,,,1961,1964,[136],terrestrial,Non-invasive,[9]
2199,"Ptinus tectus Boieldieu, 1856",Ptinus tectus,Ptinus tectus,Animalia,Arthropoda,Insecta,Coleoptera,Ptinidae,species,CROZET,sub-Antarctic,Crozet,"Base Alfred Faure, ële de la Possession",-46.21174594,51.24779081,ATF,present,synanthropic,introduced,[224][239],,,,,,,,terrestrial,Non-invasive,[224][239]
2200,"Ptinus tectus Boieldieu, 1856",Ptinus tectus,Ptinus tectus,Animalia,Arthropoda,Insecta,Coleoptera,Ptinidae,species,KERGUE,sub-Antarctic,Kerguelen,ëles Kerguelen,-49.32249108,69.47727492,ATF,present,synanthropic,introduced,[224][239],,,,,1963,1989,[239][224],terrestrial,Non-invasive,[224][239]
2201,"Ptinus tectus Boieldieu, 1856",Ptinus tectus,Ptinus tectus,Animalia,Arthropoda,Insecta,Coleoptera,Ptinidae,species,SNARES,sub-Antarctic,Snares,The Snares/Tini Heke,-48.03671683,166.5629409,NZL,present,synanthropic,introduced,[9][128][150],,,,,1967,1971,[128],terrestrial,Non-invasive,[150]
2202,"Ptinus tectus Boieldieu, 1856",Ptinus tectus,Ptinus tectus,Animalia,Arthropoda,Insecta,Coleoptera,Ptinidae,species,SGEORG,sub-Antarctic,South Georgia and the South Sandwich Islands,South Georgia,-54.31514083,-36.70984596,SGS,present,,introduced,[213],,,,,,,,terrestrial,Inconclusive,
2203,"Ptinus tectus Boieldieu, 1856",Ptinus tectus,Ptinus tectus,Animalia,Arthropoda,Insecta,Coleoptera,Ptinidae,species,TRISTI,sub-Antarctic,Tristan group,Gough Island,-37.28580305,-12.47670702,SHN,present,synanthropic,introduced,[119][333],,,,,1999-2000,,[119],terrestrial,Non-invasive,[333]
2204,Puccinellia distans (Jacq.) Parl.,Puccinellia distans,Puccinellia distans,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,ACBR07,Antarctica,East Antarctica,"Progress 2 Station, Larsemann Hills",-65,90,ATA,absent,eradicated,introduced,[276][278][285],eradicated,1995-2012,[276][278][291],,1995,1999,[278][291],terrestrial,Non-invasive,[276]
2205,Puccinellia glaucescens (Phil.) Parodi,Puccinellia glaucescens,Puccinellia glaucescens,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,FALKLA,sub-Antarctic,Falklands/Malvinas,East Falkland,-51.78640574,-59.10198666,FLK,present,local and scarce,introduced,[81][83][275][333],,,,,1949-1951,1965,[83][91],terrestrial,Non-invasive,[81][275]
2206,Puccinellia tenella (Lange) Holmb.,Puccinellia svalbardensis,Puccinellia tenella,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,ACBR05,Antarctica,Enderby Land,Syowa Station,-69.00380105,39.58033931,ATA,absent,eradicated,introduced,[110][276][277][285],eradicated,2007,[110][276][285],c. 1993,1995,1996,[110][276][277][291],terrestrial,Non-invasive,[110][276]
2207,Puccinia striiformis Westend.,Puccinia striiformis,Puccinia striiformis,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Pucciniaceae,species,FALKLA,sub-Antarctic,Falklands/Malvinas,Carcass Island,-51.78640574,-59.10198666,FLK,present,,introduced,[70],,,,,1972,,[70],host,Inconclusive,
2208,Puccinia striiformis Westend.,Puccinia striiformis,Puccinia striiformis,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Pucciniaceae,species,FALKLA,sub-Antarctic,Falklands/Malvinas,Sea Lion Island,-51.78640574,-59.10198666,FLK,present,,introduced,[70],,,,,1974,1987,[70],host,Inconclusive,
2209,"Pulex irritans Linnaeus, 1758",Pulex irritans,Pulex irritans,Animalia,Arthropoda,Insecta,Siphonaptera,Pulicidae,species,TRISTI,sub-Antarctic,Tristan group,Tristan da Cunha Island,-37.28580305,-12.47670702,SHN,present,synanthropic,introduced,[3],,,,,,,,host,Non-invasive,[3]
2210,"Pullimosina heteroneura Richards, 1961",Pullimosina heteroneura,Pullimosina heteroneura,Animalia,Arthropoda,Insecta,Diptera,Sphaeroceridae,species,TRISTI,sub-Antarctic,Tristan group,Gough Island,-37.28580305,-12.47670702,SHN,present,,introduced,[55][58][333],,,,,1999-2001,2003,[58],terrestrial,Inconclusive,
2211,"Pullimosina heteroneura Richards, 1961",Pullimosina heteroneura,Pullimosina heteroneura,Animalia,Arthropoda,Insecta,Diptera,Sphaeroceridae,species,TRISTI,sub-Antarctic,Tristan group,Inaccessible Island,-37.28580305,-12.47670702,SHN,present,,introduced,[55][154],,,,,1938,1954,[154],terrestrial,Inconclusive,
2212,"Pullimosina heteroneura Richards, 1961",Pullimosina heteroneura,Pullimosina heteroneura,Animalia,Arthropoda,Insecta,Diptera,Sphaeroceridae,species,TRISTI,sub-Antarctic,Tristan group,Tristan da Cunha Island,-37.28580305,-12.47670702,SHN,present,,introduced,[55][154],,,,,1938,1954,[154],terrestrial,Inconclusive,
2213,"Pyralis farinalis (Linnaeus, 1758)",Pyralis farinalis,Pyralis farinalis,Animalia,Arthropoda,Insecta,Lepidoptera,Pyralidae,species,FALKLA,sub-Antarctic,Falklands/Malvinas,East Falkland,-51.78640574,-59.10198666,FLK,present,accidental,uncertain,[55][372][373],,,,,,,,terrestrial,Inconclusive,
2214,Pyrus malus Murmann,Pirus malus,Pyrus malus,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,species,NAMSTP,sub-Antarctic,New Amsterdam and St. Paul,ële Amsterdam,-38.26674246,77.54711913,ATF,present,,introduced,[340],,,,,,,,terrestrial,Inconclusive,
2215,"Quedius fulgidus (Fabricius, 1792)",Quedius fulgidus,Quedius fulgidus,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,species,TRISTI,sub-Antarctic,Tristan group,Tristan da Cunha Island,-37.28580305,-12.47670702,SHN,present,synanthropic,introduced,[156],,,,,,1876,[156],terrestrial,Non-invasive,[156]
2216,"Quedius mesomelinus (Marsham, 1802)",Quedius mesomelinus,Quedius mesomelinus,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,species,FALKLA,sub-Antarctic,Falklands/Malvinas,East Falkland,-51.78640574,-59.10198666,FLK,present,,introduced,[55][152][165],,,,,,1918,[152],terrestrial,Inconclusive,
2217,"Quedius mesomelinus (Marsham, 1802)",Quedius mesomelinus,Quedius mesomelinus,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,species,FALKLA,sub-Antarctic,Falklands/Malvinas,West Falkland,-51.78640574,-59.10198666,FLK,present,,introduced,[55][165],,,,,,,,terrestrial,Inconclusive,
2218,"Quedius mesomelinus (Marsham, 1802)",Quedius mesomelinus,Quedius mesomelinus,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,species,FALKLA,sub-Antarctic,Falklands/Malvinas,West Point Island,-51.78640574,-59.10198666,FLK,present,,introduced,[165],,,,,,,,terrestrial,Inconclusive,
2219,"Quedius mesomelinus (Marsham, 1802)",Quedius mesomelinus,Quedius mesomelinus,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,species,TRISTI,sub-Antarctic,Tristan group,Gough Island,-37.28580305,-12.47670702,SHN,present,,introduced,[3][55][58][333],,,,,1955,1960,[58],terrestrial,Invasive,[58][303]
2220,"Quedius mesomelinus (Marsham, 1802)",Quedius mesomelinus,Quedius mesomelinus,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,species,TRISTI,sub-Antarctic,Tristan group,Inaccessible Island,-37.28580305,-12.47670702,SHN,present,,introduced,[3][55][156],,,,,1938,1948,[156],terrestrial,Inconclusive,
2221,"Quedius mesomelinus (Marsham, 1802)",Quedius mesomelinus,Quedius mesomelinus,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,species,TRISTI,sub-Antarctic,Tristan group,Nightingale Island,-37.28580305,-12.47670702,SHN,present,,introduced,[3][55][156],,,,,1938,1948,[156],terrestrial,Inconclusive,
2222,"Quedius mesomelinus (Marsham, 1802)",Quedius mesomelinus,Quedius mesomelinus,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,species,TRISTI,sub-Antarctic,Tristan group,Tristan da Cunha Island,-37.28580305,-12.47670702,SHN,present,,introduced,[3][55][156],,,,,1937,1948,[156],terrestrial,Inconclusive,
2223,Quercus robur L.,Quercus robur,Quercus robur,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,species,FALKLA,sub-Antarctic,Falklands/Malvinas,Keppel Island,-51.78640574,-59.10198666,FLK,present,very rare,introduced,[211][275],,,,,,,,terrestrial,Non-invasive,[275]
2224,Quercus robur L.,Quercus robur,Quercus robur,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,species,FALKLA,sub-Antarctic,Falklands/Malvinas,West Falkland,-51.78640574,-59.10198666,FLK,absent,unsuccessful,introduced,[92],failed to establish or died out,,[92],,1978,,[92],terrestrial,Non-invasive,[92]
2225,"Rachispoda limosa (FallŽn, 1820)",Rachispoda limosa,Rachispoda limosa,Animalia,Arthropoda,Insecta,Diptera,Sphaeroceridae,species,NAMSTP,sub-Antarctic,New Amsterdam and St. Paul,ële Amsterdam,-38.26674246,77.54711913,ATF,present,,introduced,[55][153][161][340],,,,,1955,1959,[153],terrestrial,Inconclusive,
2226,Radulomyces confluens (Fr.) M.P.Christ.,Cerocorticium confluens,Radulomyces confluens,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pterulaceae,species,FALKLA,sub-Antarctic,Falklands/Malvinas,Falkland Islands,-51.78640574,-59.10198666,FLK,present,,introduced,[211],,,,,,,,host,Inconclusive,
2227,"Rangifer tarandus (Linnaeus, 1758)",Rangifer tarandus,Rangifer tarandus,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,species,FALKLA,sub-Antarctic,Falklands/Malvinas,Beaver Island Group,-51.78640574,-59.10198666,FLK,present,,introduced,[280][333],,,,,2013,2015,[280],terrestrial,Inconclusive,
2228,"Rangifer tarandus (Linnaeus, 1758)",Rangifer tarandus,Rangifer tarandus,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,species,FALKLA,sub-Antarctic,Falklands/Malvinas,West Falkland,-51.78640574,-59.10198666,FLK,present,,introduced,[280],,,,,2012,,[280],terrestrial,Inconclusive,
2229,"Rangifer tarandus (Linnaeus, 1758)",Rangifer tarandus,Rangifer tarandus,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,species,KERGUE,sub-Antarctic,Kerguelen,Grande Terre,-49.32249108,69.47727492,ATF,present,,introduced,[1][30][66][75],,,,1956,1956,,[263],terrestrial,Invasive,[1][30]
2230,"Rangifer tarandus (Linnaeus, 1758)",Rangifer tarandus,Rangifer tarandus,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,species,KERGUE,sub-Antarctic,Kerguelen,ële Haute,-49.32249108,69.47727492,ATF,absent,eradicated,introduced,[75],eradicated,by 1980,[75],,1955-1956,,[75],terrestrial,Non-invasive,[75]
2231,"Rangifer tarandus (Linnaeus, 1758)",Rangifer tarandus,Rangifer tarandus,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,species,SGEORG,sub-Antarctic,South Georgia and the South Sandwich Islands,South Georgia,-54.31514083,-36.70984596,SGS,uncertain,invasive,introduced,[1][30][66][213][280],,,,1911,1911,,[48][263][333],terrestrial,Invasive,[1][142][213]
2232,Ranunculus acris L.,Ranunculus acris,Ranunculus acris,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,species,CROZET,sub-Antarctic,Crozet,ële de la Possession,-46.21174594,51.24779081,ATF,present,ephemeral species,vagrant,[130][338],,,,,1982,,[130],terrestrial,Non-invasive,[338]
2233,Ranunculus acris L.,Ranunculus acris,Ranunculus acris,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,species,SGEORG,sub-Antarctic,South Georgia and the South Sandwich Islands,South Georgia,-54.31514083,-36.70984596,SGS,present,transient,vagrant,[1][65][213][333][354],,,,,1968,1973,[98],terrestrial,Non-invasive,[354]
2234,Ranunculus acris L.,Ranunculus acris,Ranunculus acris,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,species,TRISTI,sub-Antarctic,Tristan group,Tristan da Cunha Island,-37.28580305,-12.47670702,SHN,uncertain,doubtful status,introduced,[184][217],,,,,,,,terrestrial,Non-invasive,[217]
2235,Ranunculus biternatus Sm.,Ranunculus biternatus,Ranunculus biternatus,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,species,ACBR02,Antarctica,South Orkney Islands,Signy Island,-60.6413192,-45.24235979,ATA,absent,eradicated,introduced,[289],eradicated,1973,[289],1967,1967,1979,[289],terrestrial,Non-invasive,[289]
2236,Ranunculus bulbosus L.,Ranunculus bulbosus,Ranunculus bulbosus,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,species,CROZET,sub-Antarctic,Crozet,ële de la Possession,-46.21174594,51.24779081,ATF,present,ephemeral,vagrant,[130][338],,,,,1982,,[130],terrestrial,Non-invasive,[338]
2237,Ranunculus bulbosus L.,Ranunculus bulbosus,Ranunculus bulbosus,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,species,KERGUE,sub-Antarctic,Kerguelen,ëles Kerguelen,-49.32249108,69.47727492,ATF,present,,introduced,[130][340],,,,,1903,,[130],terrestrial,Inconclusive,
2238,Ranunculus repens L.,Ranunculus repens,Ranunculus repens,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,species,AUCKLA,sub-Antarctic,Auckland,Auckland Islands,-50.69186457,166.1163441,NZL,uncertain,not persisted there,introduced,[65][125][222],,,,,,1868,[125],terrestrial,Non-invasive,[222]
